customer_id,age,income,credit_score,account_balance,tenure_months,num_products,active_investment,has_mortgage,has_loan,has_credit_card,segment,risk_profile,total_assets,monthly_expenses,last_interaction_days,has_premium_credit_card,recommend_premium_credit_card,has_mortgage_refinance,recommend_mortgage_refinance,has_investment_account,recommend_investment_account,has_high_yield_savings,recommend_high_yield_savings,has_personal_loan,recommend_personal_loan,monthly_income,debt_to_income,savings_ratio,customer_description
39,54,52662.66,370,16850.21,234,1,0,1,0,0,Standard,Aggressive,18736.7,2579.44,84,0,65,0,78,1,0,0,33,0,73,4388.56,0.14,0.41,"Customer Profile:
Age: 54
Income: $52662.66 yearly ($4388.56 monthly)
Credit Score: 370
Account Balance: $16850.21
Total Assets: $18736.70
Monthly Expenses: $2579.44
Savings Ratio: 0.41
Debt-to-Income Ratio: 0.14
Tenure: 234 months
Current Products: 1
Customer Segment: Standard
Risk Profile: Aggressive
Last Interaction: 84 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: No
Personal Loan: No
"
40,20,58623.23,646,15532.98,120,3,1,1,0,1,Student,Aggressive,24445.42,5801.92,58,1,0,1,0,1,0,0,8,1,0,4885.27,0.58,0.0,"Customer Profile:
Age: 20
Income: $58623.23 yearly ($4885.27 monthly)
Credit Score: 646
Account Balance: $15532.98
Total Assets: $24445.42
Monthly Expenses: $5801.92
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.58
Tenure: 120 months
Current Products: 3
Customer Segment: Student
Risk Profile: Aggressive
Last Interaction: 58 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: No
Personal Loan: Yes
"
41,73,101715.54,821,36364.88,213,4,1,0,1,0,Standard,Moderate,25100.73,4980.15,27,0,93,0,65,0,39,1,0,1,0,8476.3,0.13,0.41,"Customer Profile:
Age: 73
Income: $101715.54 yearly ($8476.30 monthly)
Credit Score: 821
Account Balance: $36364.88
Total Assets: $25100.73
Monthly Expenses: $4980.15
Savings Ratio: 0.41
Debt-to-Income Ratio: 0.13
Tenure: 213 months
Current Products: 4
Customer Segment: Standard
Risk Profile: Moderate
Last Interaction: 27 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: No
High Yield Savings: Yes
Personal Loan: Yes
"
42,74,87133.09,587,25045.91,146,1,0,0,1,1,Standard,Moderate,72097.35,1583.91,72,1,0,0,18,0,83,1,0,0,47,7261.09,0.52,0.7,"Customer Profile:
Age: 74
Income: $87133.09 yearly ($7261.09 monthly)
Credit Score: 587
Account Balance: $25045.91
Total Assets: $72097.35
Monthly Expenses: $1583.91
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.52
Tenure: 146 months
Current Products: 1
Customer Segment: Standard
Risk Profile: Moderate
Last Interaction: 72 days ago
Active Investment: No
Has Mortgage: No
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: No
High Yield Savings: Yes
Personal Loan: No
"
43,63,64896.87,423,29444.02,174,3,0,0,0,0,Student,Moderate,1175290.19,2124.61,12,1,0,1,0,0,23,1,0,1,0,5408.07,0.32,0.61,"Customer Profile:
Age: 63
Income: $64896.87 yearly ($5408.07 monthly)
Credit Score: 423
Account Balance: $29444.02
Total Assets: $1175290.19
Monthly Expenses: $2124.61
Savings Ratio: 0.61
Debt-to-Income Ratio: 0.32
Tenure: 174 months
Current Products: 3
Customer Segment: Student
Risk Profile: Moderate
Last Interaction: 12 days ago
Active Investment: No
Has Mortgage: No
Has Loan: No
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: Yes
Personal Loan: Yes
"
44,46,38798.94,667,24046.86,6,2,0,0,1,1,Student,Conservative,26089.47,4118.87,10,1,0,1,0,0,11,0,35,0,20,3233.25,0.51,0.0,"Customer Profile:
Age: 46
Income: $38798.94 yearly ($3233.25 monthly)
Credit Score: 667
Account Balance: $24046.86
Total Assets: $26089.47
Monthly Expenses: $4118.87
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.51
Tenure: 6 months
Current Products: 2
Customer Segment: Student
Risk Profile: Conservative
Last Interaction: 10 days ago
Active Investment: No
Has Mortgage: No
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: No
Personal Loan: No
"
45,40,113953.14,806,48544.54,21,4,0,1,0,1,Senior,Moderate,108906.96,2821.05,19,0,75,1,0,0,94,1,0,1,0,9496.09,0.31,0.7,"Customer Profile:
Age: 40
Income: $113953.14 yearly ($9496.09 monthly)
Credit Score: 806
Account Balance: $48544.54
Total Assets: $108906.96
Monthly Expenses: $2821.05
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.31
Tenure: 21 months
Current Products: 4
Customer Segment: Senior
Risk Profile: Moderate
Last Interaction: 19 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: Yes
Personal Loan: Yes
"
46,29,73368.77,762,533565.64,154,1,0,0,0,1,Standard,Moderate,93564.14,2034.63,32,0,9,1,0,1,0,0,19,1,0,6114.06,0.49,0.67,"Customer Profile:
Age: 29
Income: $73368.77 yearly ($6114.06 monthly)
Credit Score: 762
Account Balance: $533565.64
Total Assets: $93564.14
Monthly Expenses: $2034.63
Savings Ratio: 0.67
Debt-to-Income Ratio: 0.49
Tenure: 154 months
Current Products: 1
Customer Segment: Standard
Risk Profile: Moderate
Last Interaction: 32 days ago
Active Investment: No
Has Mortgage: No
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: No
Personal Loan: Yes
"
47,52,71907.92,761,21062.05,70,1,1,1,1,1,Student,Moderate,6200.66,4190.43,65,0,1,1,0,0,1,0,99,1,0,5992.33,0.1,0.3,"Customer Profile:
Age: 52
Income: $71907.92 yearly ($5992.33 monthly)
Credit Score: 761
Account Balance: $21062.05
Total Assets: $6200.66
Monthly Expenses: $4190.43
Savings Ratio: 0.30
Debt-to-Income Ratio: 0.10
Tenure: 70 months
Current Products: 1
Customer Segment: Student
Risk Profile: Moderate
Last Interaction: 65 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: No
Personal Loan: Yes
"
48,67,30836.56,761,15367.35,4,3,0,0,0,0,Standard,Aggressive,17889.18,1908.55,36,1,0,0,44,1,0,1,0,0,80,2569.71,0.23,0.26,"Customer Profile:
Age: 67
Income: $30836.56 yearly ($2569.71 monthly)
Credit Score: 761
Account Balance: $15367.35
Total Assets: $17889.18
Monthly Expenses: $1908.55
Savings Ratio: 0.26
Debt-to-Income Ratio: 0.23
Tenure: 4 months
Current Products: 3
Customer Segment: Standard
Risk Profile: Aggressive
Last Interaction: 36 days ago
Active Investment: No
Has Mortgage: No
Has Loan: No
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: No
"
49,57,72055.42,322,6214.07,220,4,1,1,1,1,Student,Aggressive,39491.4,7168.09,12,1,0,0,3,1,0,1,0,0,54,6004.62,0.55,0.0,"Customer Profile:
Age: 57
Income: $72055.42 yearly ($6004.62 monthly)
Credit Score: 322
Account Balance: $6214.07
Total Assets: $39491.40
Monthly Expenses: $7168.09
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.55
Tenure: 220 months
Current Products: 4
Customer Segment: Student
Risk Profile: Aggressive
Last Interaction: 12 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: No
"
50,54,14535.13,314,3599.05,134,1,0,0,1,0,Premium,Moderate,26721.54,2835.9,82,1,0,0,87,0,72,1,0,1,0,1211.26,0.3,0.0,"Customer Profile:
Age: 54
Income: $14535.13 yearly ($1211.26 monthly)
Credit Score: 314
Account Balance: $3599.05
Total Assets: $26721.54
Monthly Expenses: $2835.90
Savings Ratio: 0.00
Debt-to-Income Ratio: 0.30
Tenure: 134 months
Current Products: 1
Customer Segment: Premium
Risk Profile: Moderate
Last Interaction: 82 days ago
Active Investment: No
Has Mortgage: No
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: No
High Yield Savings: Yes
Personal Loan: Yes
"
51,57,92935.66,353,9213.63,207,3,0,1,0,1,Standard,Aggressive,6808.51,-40.42,87,1,0,1,0,0,73,0,82,0,89,7744.64,0.48,0.7,"Customer Profile:
Age: 57
Income: $92935.66 yearly ($7744.64 monthly)
Credit Score: 353
Account Balance: $9213.63
Total Assets: $6808.51
Monthly Expenses: $-40.42
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.48
Tenure: 207 months
Current Products: 3
Customer Segment: Standard
Risk Profile: Aggressive
Last Interaction: 87 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: No
Personal Loan: No
"
52,45,87606.96,717,159821.5,209,4,1,1,1,0,Student,Very Conservative,1306182.93,3280.72,67,1,0,0,19,1,0,0,88,0,100,7300.58,0.41,0.55,"Customer Profile:
Age: 45
Income: $87606.96 yearly ($7300.58 monthly)
Credit Score: 717
Account Balance: $159821.50
Total Assets: $1306182.93
Monthly Expenses: $3280.72
Savings Ratio: 0.55
Debt-to-Income Ratio: 0.41
Tenure: 209 months
Current Products: 4
Customer Segment: Student
Risk Profile: Very Conservative
Last Interaction: 67 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: No
Personal Loan: No
"
53,79,21004.15,832,7979.39,98,1,1,1,0,1,Senior,Conservative,72412.24,1419.73,21,1,0,1,0,1,0,1,0,0,36,1750.35,0.24,0.19,"Customer Profile:
Age: 79
Income: $21004.15 yearly ($1750.35 monthly)
Credit Score: 832
Account Balance: $7979.39
Total Assets: $72412.24
Monthly Expenses: $1419.73
Savings Ratio: 0.19
Debt-to-Income Ratio: 0.24
Tenure: 98 months
Current Products: 1
Customer Segment: Senior
Risk Profile: Conservative
Last Interaction: 21 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: No
"
54,54,59436.01,784,13775.24,123,1,0,1,0,1,Premium,Moderate,375960.92,3133.11,5,0,42,0,34,1,0,1,0,1,0,4953.0,0.52,0.37,"Customer Profile:
Age: 54
Income: $59436.01 yearly ($4953.00 monthly)
Credit Score: 784
Account Balance: $13775.24
Total Assets: $375960.92
Monthly Expenses: $3133.11
Savings Ratio: 0.37
Debt-to-Income Ratio: 0.52
Tenure: 123 months
Current Products: 1
Customer Segment: Premium
Risk Profile: Moderate
Last Interaction: 5 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: Yes
"
55,48,87865.25,373,21912.17,66,3,0,1,0,0,Senior,Aggressive,1160802.77,2884.56,25,0,69,0,51,1,0,1,0,0,24,7322.1,0.54,0.61,"Customer Profile:
Age: 48
Income: $87865.25 yearly ($7322.10 monthly)
Credit Score: 373
Account Balance: $21912.17
Total Assets: $1160802.77
Monthly Expenses: $2884.56
Savings Ratio: 0.61
Debt-to-Income Ratio: 0.54
Tenure: 66 months
Current Products: 3
Customer Segment: Senior
Risk Profile: Aggressive
Last Interaction: 25 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: No
"
56,36,96138.04,320,107866.59,179,3,1,1,0,0,Basic,Aggressive,255396.67,5257.59,99,0,91,1,0,1,0,1,0,1,0,8011.5,0.37,0.34,"Customer Profile:
Age: 36
Income: $96138.04 yearly ($8011.50 monthly)
Credit Score: 320
Account Balance: $107866.59
Total Assets: $255396.67
Monthly Expenses: $5257.59
Savings Ratio: 0.34
Debt-to-Income Ratio: 0.37
Tenure: 179 months
Current Products: 3
Customer Segment: Basic
Risk Profile: Aggressive
Last Interaction: 99 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: No
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: Yes
"
57,74,60011.71,769,11658.51,178,2,0,1,0,1,Senior,Conservative,56671.36,3446.87,7,1,0,1,0,0,35,1,0,0,29,5000.98,0.18,0.31,"Customer Profile:
Age: 74
Income: $60011.71 yearly ($5000.98 monthly)
Credit Score: 769
Account Balance: $11658.51
Total Assets: $56671.36
Monthly Expenses: $3446.87
Savings Ratio: 0.31
Debt-to-Income Ratio: 0.18
Tenure: 178 months
Current Products: 2
Customer Segment: Senior
Risk Profile: Conservative
Last Interaction: 7 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: Yes
Personal Loan: No
"
58,25,49162.31,840,28521.2,21,3,1,1,1,1,Senior,Conservative,301392.2,3643.04,52,1,0,1,0,0,44,0,31,1,0,4096.86,0.46,0.11,"Customer Profile:
Age: 25
Income: $49162.31 yearly ($4096.86 monthly)
Credit Score: 840
Account Balance: $28521.20
Total Assets: $301392.20
Monthly Expenses: $3643.04
Savings Ratio: 0.11
Debt-to-Income Ratio: 0.46
Tenure: 21 months
Current Products: 3
Customer Segment: Senior
Risk Profile: Conservative
Last Interaction: 52 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: No
Personal Loan: Yes
"
59,46,126355.83,548,8490.08,95,1,1,1,0,1,Standard,Aggressive,18505.8,3305.4,34,1,0,1,0,1,0,0,52,0,8,10529.65,0.13,0.69,"Customer Profile:
Age: 46
Income: $126355.83 yearly ($10529.65 monthly)
Credit Score: 548
Account Balance: $8490.08
Total Assets: $18505.80
Monthly Expenses: $3305.40
Savings Ratio: 0.69
Debt-to-Income Ratio: 0.13
Tenure: 95 months
Current Products: 1
Customer Segment: Standard
Risk Profile: Aggressive
Last Interaction: 34 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: No
Personal Loan: No
"
60,48,48532.5,790,105831.85,239,1,1,0,1,0,Basic,Very Conservative,77311.45,2565.55,49,0,79,0,93,0,14,1,0,0,48,4044.38,0.19,0.37,"Customer Profile:
Age: 48
Income: $48532.50 yearly ($4044.38 monthly)
Credit Score: 790
Account Balance: $105831.85
Total Assets: $77311.45
Monthly Expenses: $2565.55
Savings Ratio: 0.37
Debt-to-Income Ratio: 0.19
Tenure: 239 months
Current Products: 1
Customer Segment: Basic
Risk Profile: Very Conservative
Last Interaction: 49 days ago
Active Investment: Yes
Has Mortgage: No
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: No
High Yield Savings: Yes
Personal Loan: No
"
61,27,56236.49,828,94255.05,219,4,0,1,0,1,Premium,Very Conservative,203260.4,2774.9,49,1,0,1,0,1,0,0,8,0,16,4686.37,0.3,0.41,"Customer Profile:
Age: 27
Income: $56236.49 yearly ($4686.37 monthly)
Credit Score: 828
Account Balance: $94255.05
Total Assets: $203260.40
Monthly Expenses: $2774.90
Savings Ratio: 0.41
Debt-to-Income Ratio: 0.30
Tenure: 219 months
Current Products: 4
Customer Segment: Premium
Risk Profile: Very Conservative
Last Interaction: 49 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: No
Personal Loan: No
"
62,73,79029.1,746,14367.22,83,4,0,1,1,1,Basic,Moderate,49717.87,1295.69,31,0,28,1,0,1,0,1,0,0,58,6585.76,0.2,0.7,"Customer Profile:
Age: 73
Income: $79029.10 yearly ($6585.76 monthly)
Credit Score: 746
Account Balance: $14367.22
Total Assets: $49717.87
Monthly Expenses: $1295.69
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.20
Tenure: 83 months
Current Products: 4
Customer Segment: Basic
Risk Profile: Moderate
Last Interaction: 31 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: Yes
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: No
"
63,19,111948.06,366,43122.77,229,3,1,1,0,1,Student,Conservative,39412.97,-127.55,83,1,0,0,4,1,0,0,53,1,0,9329.0,0.19,0.7,"Customer Profile:
Age: 19
Income: $111948.06 yearly ($9329.00 monthly)
Credit Score: 366
Account Balance: $43122.77
Total Assets: $39412.97
Monthly Expenses: $-127.55
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.19
Tenure: 229 months
Current Products: 3
Customer Segment: Student
Risk Profile: Conservative
Last Interaction: 83 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: Yes
High Yield Savings: No
Personal Loan: Yes
"
64,72,61325.93,637,46933.02,208,2,0,0,0,1,Basic,Moderate,36746.3,3095.58,87,1,0,1,0,1,0,0,18,0,7,5110.49,0.5,0.39,"Customer Profile:
Age: 72
Income: $61325.93 yearly ($5110.49 monthly)
Credit Score: 637
Account Balance: $46933.02
Total Assets: $36746.30
Monthly Expenses: $3095.58
Savings Ratio: 0.39
Debt-to-Income Ratio: 0.50
Tenure: 208 months
Current Products: 2
Customer Segment: Basic
Risk Profile: Moderate
Last Interaction: 87 days ago
Active Investment: No
Has Mortgage: No
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: No
Personal Loan: No
"
65,38,89142.86,776,136208.66,36,1,0,0,0,1,Student,Very Conservative,3532.08,4828.89,63,1,0,1,0,0,51,0,17,0,52,7428.57,0.56,0.35,"Customer Profile:
Age: 38
Income: $89142.86 yearly ($7428.57 monthly)
Credit Score: 776
Account Balance: $136208.66
Total Assets: $3532.08
Monthly Expenses: $4828.89
Savings Ratio: 0.35
Debt-to-Income Ratio: 0.56
Tenure: 36 months
Current Products: 1
Customer Segment: Student
Risk Profile: Very Conservative
Last Interaction: 63 days ago
Active Investment: No
Has Mortgage: No
Has Loan: No
Has Credit Card: Yes
Premium Credit Card: Yes
Mortgage Refinance: Yes
Investment Account: No
High Yield Savings: No
Personal Loan: No
"
66,70,71030.94,390,5410.19,160,1,1,1,0,0,Senior,Aggressive,15776.93,2008.55,57,1,0,0,36,0,68,0,28,1,0,5919.24,0.43,0.66,"Customer Profile:
Age: 70
Income: $71030.94 yearly ($5919.24 monthly)
Credit Score: 390
Account Balance: $5410.19
Total Assets: $15776.93
Monthly Expenses: $2008.55
Savings Ratio: 0.66
Debt-to-Income Ratio: 0.43
Tenure: 160 months
Current Products: 1
Customer Segment: Senior
Risk Profile: Aggressive
Last Interaction: 57 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: No
Has Credit Card: No
Premium Credit Card: Yes
Mortgage Refinance: No
Investment Account: No
High Yield Savings: No
Personal Loan: Yes
"
67,49,79810.37,348,8154.76,115,3,0,1,0,0,Senior,Aggressive,8993.95,-615.84,6,0,40,1,0,1,0,1,0,1,0,6650.86,0.29,0.7,"Customer Profile:
Age: 49
Income: $79810.37 yearly ($6650.86 monthly)
Credit Score: 348
Account Balance: $8154.76
Total Assets: $8993.95
Monthly Expenses: $-615.84
Savings Ratio: 0.70
Debt-to-Income Ratio: 0.29
Tenure: 115 months
Current Products: 3
Customer Segment: Senior
Risk Profile: Aggressive
Last Interaction: 6 days ago
Active Investment: No
Has Mortgage: Yes
Has Loan: No
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: Yes
"
68,36,66463.43,768,7010.4,234,3,1,1,1,0,Student,Aggressive,144127.87,3923.03,87,0,78,1,0,1,0,1,0,1,0,5538.62,0.15,0.29,"Customer Profile:
Age: 36
Income: $66463.43 yearly ($5538.62 monthly)
Credit Score: 768
Account Balance: $7010.40
Total Assets: $144127.87
Monthly Expenses: $3923.03
Savings Ratio: 0.29
Debt-to-Income Ratio: 0.15
Tenure: 234 months
Current Products: 3
Customer Segment: Student
Risk Profile: Aggressive
Last Interaction: 87 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: Yes
Investment Account: Yes
High Yield Savings: Yes
Personal Loan: Yes
"
69,20,121949.6,618,9818.71,4,3,1,1,1,0,Basic,Conservative,12222.07,3807.44,36,0,88,0,11,0,49,1,0,1,0,10162.47,0.23,0.63,"Customer Profile:
Age: 20
Income: $121949.60 yearly ($10162.47 monthly)
Credit Score: 618
Account Balance: $9818.71
Total Assets: $12222.07
Monthly Expenses: $3807.44
Savings Ratio: 0.63
Debt-to-Income Ratio: 0.23
Tenure: 4 months
Current Products: 3
Customer Segment: Basic
Risk Profile: Conservative
Last Interaction: 36 days ago
Active Investment: Yes
Has Mortgage: Yes
Has Loan: Yes
Has Credit Card: No
Premium Credit Card: No
Mortgage Refinance: No
Investment Account: No
High Yield Savings: Yes
Personal Loan: Yes
"
